
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-06-06 15:22:33 /api/session/state ............................... ~ 1s
  2026-06-06 15:22:35 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:22:35 /api/session/state ............................... ~ 3s
  2026-06-06 15:22:38 /api/session/state ........................... ~ 0.03ms
  2026-06-06 15:22:38 /api/session/state ......................... ~ 500.38ms
  2026-06-06 15:22:40 /api/session/state ........................... ~ 0.30ms
  2026-06-06 15:22:40 /api/session/state ............................... ~ 1s
  2026-06-06 15:22:42 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:22:42 /api/session/state ............................... ~ 1s
  2026-06-06 15:22:44 /api/session/state ........................... ~ 0.15ms
  2026-06-06 15:22:44 /api/session/state ............................... ~ 1s
  2026-06-06 15:22:46 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:22:46 /api/session/state ......................... ~ 500.33ms
  2026-06-06 15:22:49 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:22:49 /api/session/state ........................... ~ 0.04ms
  2026-06-06 15:22:51 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:22:51 /api/session/state ............................... ~ 2s
  2026-06-06 15:22:53 /api/community/projects/reactlaravel/demo ........ ~ 1s
  2026-06-06 15:22:53 /api/session/state ............................... ~ 1s
  2026-06-06 15:22:54 /api/session/state ......................... ~ 500.53ms
  2026-06-06 15:22:55 /api/session/state ........................... ~ 0.12ms
  2026-06-06 15:22:55 /api/session/state ......................... ~ 500.44ms
  2026-06-06 15:22:57 /api/session/state ......................... ~ 500.73ms
  2026-06-06 15:22:58 /api/session/state ........................... ~ 0.19ms
  2026-06-06 15:23:00 /api/session/state ........................... ~ 0.16ms
  2026-06-06 15:23:00 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:02 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:23:02 /api/session/state ............................... ~ 2s
  2026-06-06 15:23:04 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:23:04 /api/session/state ......................... ~ 500.23ms
  2026-06-06 15:23:06 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:23:06 /api/session/state ............................... ~ 2s
  2026-06-06 15:23:09 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:23:09 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:11 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:23:11 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:13 /api/session/state ........................... ~ 0.33ms
  2026-06-06 15:23:13 /api/session/state ........................... ~ 0.17ms
  2026-06-06 15:23:15 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:15 /api/session/state ......................... ~ 500.38ms
  2026-06-06 15:23:18 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:23:18 /api/session/state ......................... ~ 500.29ms
  2026-06-06 15:23:20 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:20 /api/session/state ............................... ~ 3s
  2026-06-06 15:23:23 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:23 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:24 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:23:24 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:26 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:23:26 /api/session/state ......................... ~ 500.75ms
  2026-06-06 15:23:29 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:29 /api/session/state ......................... ~ 500.77ms
  2026-06-06 15:23:31 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:23:31 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:33 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:33 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:23:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:35 /api/session/state ............................... ~ 2s
  2026-06-06 15:23:38 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:23:38 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:23:40 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:23:40 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:42 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:23:42 /api/session/state ......................... ~ 500.57ms
  2026-06-06 15:23:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:44 /api/session/state ......................... ~ 500.60ms
  2026-06-06 15:23:47 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:23:47 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:49 /api/session/state ........................... ~ 0.14ms
  2026-06-06 15:23:49 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:51 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:23:51 /api/session/state ......................... ~ 500.65ms
  2026-06-06 15:23:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:23:53 /api/session/state ............................... ~ 1s
  2026-06-06 15:23:55 /api/session/state ........................... ~ 0.26ms
  2026-06-06 15:23:55 /api/session/state ......................... ~ 500.57ms
  2026-06-06 15:23:58 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:23:58 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:00 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:24:00 /api/session/state ............................... ~ 2s
  2026-06-06 15:24:02 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:02 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:04 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:24:04 /api/session/state ........................... ~ 0.04ms
  2026-06-06 15:24:07 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:24:07 /api/session/state ......................... ~ 500.25ms
  2026-06-06 15:24:09 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:09 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:11 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:11 /api/session/state ......................... ~ 500.23ms
  2026-06-06 15:24:13 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:24:13 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:24:16 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:16 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:19 /api/session/state .......................... ~ 34.54ms
  2026-06-06 15:24:19 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:22 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:22 /api/session/state ......................... ~ 500.23ms
  2026-06-06 15:24:25 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:24:25 /api/session/state ......................... ~ 500.43ms
  2026-06-06 15:24:27 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:24:27 /api/session/state ........................... ~ 0.03ms
  2026-06-06 15:24:29 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:24:29 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:31 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:31 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:33 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:24:33 /api/session/state ............................... ~ 2s
  2026-06-06 15:24:36 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:24:36 /api/session/state ......................... ~ 500.25ms
  2026-06-06 15:24:38 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:38 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:40 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:24:40 /api/session/state ......................... ~ 500.27ms
  2026-06-06 15:24:42 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:24:42 /api/session/state ........................... ~ 0.04ms
  2026-06-06 15:24:44 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:44 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:24:47 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:24:47 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:49 /api/session/state ........................... ~ 0.32ms
  2026-06-06 15:24:49 /api/session/state ............................... ~ 1s
  2026-06-06 15:24:51 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:24:51 /api/session/state ............................... ~ 2s
  2026-06-06 15:24:53 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:24:53 /api/session/state ......................... ~ 500.25ms
  2026-06-06 15:24:55 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:24:56 /api/session/state ......................... ~ 500.32ms
  2026-06-06 15:24:58 /api/session/state ........................... ~ 0.30ms
  2026-06-06 15:24:58 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:25:00 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:25:00 /api/session/state ......................... ~ 500.74ms
  2026-06-06 15:25:02 /api/session/state ........................... ~ 0.13ms
  2026-06-06 15:25:02 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:25:04 /api/session/state .......................... ~ 21.36ms
  2026-06-06 15:25:04 /api/session/state ......................... ~ 500.42ms
  2026-06-06 15:25:07 /api/session/state ......................... ~ 500.85ms
  2026-06-06 15:25:07 /api/session/state ............................... ~ 2s
  2026-06-06 15:25:09 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:25:09 /api/session/state ............................... ~ 1s
  2026-06-06 15:25:11 /api/session/state ......................... ~ 500.69ms
  2026-06-06 15:25:11 /api/session/state ......................... ~ 500.55ms
  2026-06-06 15:25:13 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:25:13 /api/session/state ............................... ~ 2s
  2026-06-06 15:25:16 /api/session/state ........................... ~ 0.16ms
  2026-06-06 15:25:16 /api/session/state ......................... ~ 500.38ms
  2026-06-06 15:25:18 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:25:18 /api/session/state ......................... ~ 500.39ms
  2026-06-06 15:25:21 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:25:21 /api/session/state ......................... ~ 500.57ms
  2026-06-06 15:25:23 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:25:23 /api/session/state ......................... ~ 500.53ms
  2026-06-06 15:25:26 /api/session ................................. ~ 0.14ms
  2026-06-06 15:25:26 /api/session ............................... ~ 501.26ms
  2026-06-06 15:25:27 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:25:27 /api/session/state ......................... ~ 501.05ms
  2026-06-06 15:26:41 /api/skills ................................ ~ 500.49ms
  2026-06-06 15:29:46 /api/projects/publish-status ................. ~ 0.08ms
  2026-06-06 15:29:46 /api/projects/publish-status ............... ~ 500.67ms
  2026-06-06 15:30:11 /api/auth/login .............................. ~ 0.26ms
  2026-06-06 15:30:11 /api/auth/login ............................ ~ 500.46ms
  2026-06-06 15:30:12 /api/session ................................. ~ 0.06ms
  2026-06-06 15:30:12 /api/session ................................. ~ 0.06ms
  2026-06-06 15:30:13 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:30:13 /api/session/state ......................... ~ 500.62ms
  2026-06-06 15:30:20 /api/community/projects ...................... ~ 0.29ms
  2026-06-06 15:30:20 /api/community/projects ...................... ~ 0.24ms
  2026-06-06 15:31:28 /api/projects/publish-status ................. ~ 0.16ms
  2026-06-06 15:31:28 /api/projects/publish-status ................. ~ 0.07ms
  2026-06-06 15:31:32 /api/projects/publish ........................ ~ 0.33ms
  2026-06-06 15:31:32 /api/projects/publish ...................... ~ 500.36ms
  2026-06-06 15:31:33 /api/session/state ........................... ~ 0.04ms
  2026-06-06 15:31:33 /api/projects/publish-status ................. ~ 0.03ms
  2026-06-06 15:31:33 /api/session/state ............................... ~ 2s
  2026-06-06 15:31:35 /api/projects/publish-status ............... ~ 500.47ms
  2026-06-06 15:31:51 /api/session ............................... ~ 500.27ms
  2026-06-06 15:31:55 /api/projects/publish ........................ ~ 0.07ms
  2026-06-06 15:31:55 /api/projects/publish ............................ ~ 1s
  2026-06-06 15:31:56 /api/session/state ........................... ~ 0.03ms
  2026-06-06 15:31:56 /api/projects/publish-status ................. ~ 0.02ms
  2026-06-06 15:31:56 /api/session/state ......................... ~ 500.93ms
  2026-06-06 15:31:56 /api/projects/publish-status ................. ~ 0.22ms
  2026-06-06 15:32:04 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:32:04 /api/session/state ............................... ~ 2s
  2026-06-06 15:32:07 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:32:07 /api/session/state ......................... ~ 501.91ms
  2026-06-06 15:32:10 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:32:10 /api/session/state ........................... ~ 0.04ms
  2026-06-06 15:32:12 /api/session/state ........................... ~ 0.13ms
  2026-06-06 15:32:12 /api/session/state ......................... ~ 500.77ms
  2026-06-06 15:32:14 /api/session/state ........................... ~ 0.34ms
  2026-06-06 15:32:14 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:17 /api/session/state ........................... ~ 0.99ms
  2026-06-06 15:32:17 /api/session/state ......................... ~ 500.69ms
  2026-06-06 15:32:19 /api/session/state ........................... ~ 0.19ms
  2026-06-06 15:32:19 /api/session/state ......................... ~ 500.53ms
  2026-06-06 15:32:21 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:32:21 /api/session/state ......................... ~ 500.36ms
  2026-06-06 15:32:24 /api/session/state ........................... ~ 0.19ms
  2026-06-06 15:32:24 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:32:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:32:26 /api/session/state ......................... ~ 500.64ms
  2026-06-06 15:32:28 /api/projects/publish ........................ ~ 0.09ms
  2026-06-06 15:32:28 /api/projects/publish ............................ ~ 1s
  2026-06-06 15:32:29 /api/session/state ........................... ~ 0.14ms
  2026-06-06 15:32:29 /api/session/state ........................... ~ 0.12ms
  2026-06-06 15:32:31 /api/session/state ........................... ~ 0.95ms
  2026-06-06 15:32:31 /api/session/state ......................... ~ 500.51ms
  2026-06-06 15:32:33 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:32:33 /api/session/state ......................... ~ 500.58ms
  2026-06-06 15:32:34 /api/community/projects ...................... ~ 0.11ms
  2026-06-06 15:32:34 /api/community/projects .................... ~ 501.35ms
  2026-06-06 15:32:35 /api/session/state ........................... ~ 0.16ms
  2026-06-06 15:32:35 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:38 /api/session/state ........................... ~ 0.34ms
  2026-06-06 15:32:38 /api/session/state ......................... ~ 500.85ms
  2026-06-06 15:32:40 /api/level/activity .......................... ~ 0.24ms
  2026-06-06 15:32:40 /api/level/activity .............................. ~ 1s
  2026-06-06 15:32:41 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:32:41 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:42 /api/session/state ........................... ~ 0.23ms
  2026-06-06 15:32:42 /api/session/state ........................... ~ 0.26ms
  2026-06-06 15:32:44 /api/session/state ........................... ~ 0.34ms
  2026-06-06 15:32:44 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:45 /api/level/activity .......................... ~ 0.09ms
  2026-06-06 15:32:45 /api/level/activity .............................. ~ 1s
  2026-06-06 15:32:47 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:32:47 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:32:47 /api/session/state ........................... ~ 0.26ms
  2026-06-06 15:32:47 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:50 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:32:50 /api/session/state ............................... ~ 2s
  2026-06-06 15:32:52 /api/projects/publish-status ................. ~ 0.06ms
  2026-06-06 15:32:52 /api/projects/publish-status ............... ~ 500.30ms
  2026-06-06 15:32:52 /api/session/state ........................... ~ 0.03ms
  2026-06-06 15:32:52 /api/session/state ........................... ~ 0.02ms
  2026-06-06 15:32:54 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:32:54 /api/session/state ............................... ~ 1s
  2026-06-06 15:32:57 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:32:57 /api/session/state ......................... ~ 500.73ms
  2026-06-06 15:32:59 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:32:59 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:01 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:33:01 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:03 /api/session/state ........................... ~ 0.14ms
  2026-06-06 15:33:03 /api/session/state ......................... ~ 500.45ms
  2026-06-06 15:33:06 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:33:06 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:08 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:33:08 /api/session/state ............................... ~ 2s
  2026-06-06 15:33:10 /api/session/state ........................... ~ 0.22ms
  2026-06-06 15:33:10 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:33:12 /api/session/state ........................... ~ 0.20ms
  2026-06-06 15:33:13 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:15 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:33:15 /api/session/state ......................... ~ 500.44ms
  2026-06-06 15:33:17 /api/session/state ........................... ~ 0.15ms
  2026-06-06 15:33:17 /api/session/state ............................... ~ 2s
  2026-06-06 15:33:19 /api/session/state ........................... ~ 0.18ms
  2026-06-06 15:33:19 /api/session/state ............................... ~ 2s
  2026-06-06 15:33:22 /api/session/state ........................... ~ 0.12ms
  2026-06-06 15:33:22 /api/session/state ......................... ~ 500.30ms
  2026-06-06 15:33:24 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:33:24 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:26 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:33:26 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:29 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:33:29 /api/session/state ......................... ~ 500.46ms
  2026-06-06 15:33:31 /api/session/state ........................... ~ 0.13ms
  2026-06-06 15:33:31 /api/session/state ......................... ~ 500.62ms
  2026-06-06 15:33:33 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:33:33 /api/session/state ......................... ~ 500.36ms
  2026-06-06 15:33:35 /api/session/state ........................... ~ 0.20ms
  2026-06-06 15:33:36 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:38 /api/session/state ........................... ~ 0.17ms
  2026-06-06 15:33:38 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:40 /api/session/state ........................... ~ 0.17ms
  2026-06-06 15:33:40 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:42 /api/session/state ........................... ~ 0.40ms
  2026-06-06 15:33:42 /api/session/state ............................... ~ 2s
  2026-06-06 15:33:45 /api/session/state ........................... ~ 0.19ms
  2026-06-06 15:33:45 /api/session/state ........................... ~ 0.14ms
  2026-06-06 15:33:47 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:33:47 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:49 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:33:49 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:52 /api/session/state ........................... ~ 0.28ms
  2026-06-06 15:33:52 /api/session/state ............................... ~ 2s
  2026-06-06 15:33:54 /api/session/state ........................... ~ 0.21ms
  2026-06-06 15:33:54 /api/session/state ......................... ~ 500.38ms
  2026-06-06 15:33:56 /api/session/state ........................... ~ 0.27ms
  2026-06-06 15:33:56 /api/session/state ............................... ~ 1s
  2026-06-06 15:33:59 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:33:59 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:01 /api/session/state ........................... ~ 0.35ms
  2026-06-06 15:34:01 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:03 /api/session/state ......................... ~ 500.61ms
  2026-06-06 15:34:03 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:05 /api/session/state ........................... ~ 0.29ms
  2026-06-06 15:34:06 /api/session/state ............................... ~ 2s
  2026-06-06 15:34:08 /api/session/state ........................... ~ 0.11ms
  2026-06-06 15:34:08 /api/session/state ........................... ~ 0.05ms
  2026-06-06 15:34:10 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:34:10 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:12 /api/session/state ........................... ~ 0.27ms
  2026-06-06 15:34:12 /api/session/state ......................... ~ 500.63ms
  2026-06-06 15:34:15 /api/session/state ......................... ~ 500.89ms
  2026-06-06 15:34:15 /api/session/state ............................... ~ 2s
  2026-06-06 15:34:17 /api/session/state ........................... ~ 0.17ms
  2026-06-06 15:34:17 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:19 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:34:19 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:22 /api/session/state ......................... ~ 500.92ms
  2026-06-06 15:34:22 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:24 /api/session/state ........................... ~ 0.09ms
  2026-06-06 15:34:24 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:26 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:34:26 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:34:29 /api/session/state ........................... ~ 0.10ms
  2026-06-06 15:34:29 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:31 /api/session/state ........................... ~ 0.23ms
  2026-06-06 15:34:31 /api/session/state ......................... ~ 500.38ms
  2026-06-06 15:34:33 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:34:33 /api/session/state ............................... ~ 1s
  2026-06-06 15:34:36 /api/session/state ........................... ~ 0.15ms
  2026-06-06 15:34:36 /api/session/state ......................... ~ 501.20ms
  2026-06-06 15:34:38 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:34:38 /api/session/state ......................... ~ 500.23ms
  2026-06-06 15:34:40 /api/session/state ........................... ~ 0.12ms
  2026-06-06 15:34:40 /api/session/state ............................... ~ 2s
  2026-06-06 15:34:43 /api/session/state ........................... ~ 0.13ms
  2026-06-06 15:34:43 /api/session/state ......................... ~ 500.42ms
  2026-06-06 15:34:45 /api/session/state ........................... ~ 0.31ms
  2026-06-06 15:34:45 /api/session/state ......................... ~ 500.83ms
  2026-06-06 15:34:47 /api/session/state ........................... ~ 0.23ms
  2026-06-06 15:34:47 /api/session/state ........................... ~ 0.12ms
  2026-06-06 15:34:50 /api/session/state ........................... ~ 0.08ms
  2026-06-06 15:34:50 /api/session/state ......................... ~ 500.36ms
  2026-06-06 15:35:03 /api/session ................................. ~ 0.10ms
  2026-06-06 15:35:03 /api/session ..................................... ~ 2s
  2026-06-06 15:35:44 /api/projects/publish-status ................. ~ 0.30ms
  2026-06-06 15:35:44 /api/projects/publish-status ..................... ~ 1s
  2026-06-06 15:37:06 /api/session/state ........................... ~ 0.33ms
  2026-06-06 15:37:06 /api/session/state ............................... ~ 2s
  2026-06-06 15:37:08 /api/community/projects ...................... ~ 0.11ms
  2026-06-06 15:37:08 /api/community/projects ...................... ~ 0.10ms
  2026-06-06 15:37:39 /api/skills .................................. ~ 0.10ms
  2026-06-06 15:42:19 /api/session ................................. ~ 0.21ms
  2026-06-06 15:42:19 /api/session ..................................... ~ 1s
  2026-06-06 15:42:50 /api/session/state ........................... ~ 0.26ms
  2026-06-06 15:42:50 /api/session/state ............................... ~ 2s
  2026-06-06 15:42:53 /api/session/state ........................... ~ 0.20ms
  2026-06-06 15:42:53 /api/session/state ............................... ~ 1s
  2026-06-06 15:42:55 /api/session/state ........................... ~ 0.06ms
  2026-06-06 15:42:55 /api/session/state ......................... ~ 500.23ms
  2026-06-06 15:42:57 /api/session/state ........................... ~ 0.40ms
  2026-06-06 15:42:57 /api/session/state ............................... ~ 1s
  2026-06-06 15:42:59 /api/session/state ........................... ~ 0.25ms
  2026-06-06 15:43:00 /api/session/state ............................... ~ 2s
  2026-06-06 15:43:02 /api/session/state ........................... ~ 0.15ms
  2026-06-06 15:43:02 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:04 /api/session/state ........................... ~ 0.33ms
  2026-06-06 15:43:04 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:06 /api/session/state ........................... ~ 0.19ms
  2026-06-06 15:43:06 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:09 /api/session/state ........................... ~ 0.40ms
  2026-06-06 15:43:09 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:11 /api/session/state ........................... ~ 0.34ms
  2026-06-06 15:43:11 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:13 /api/session/state ........................... ~ 0.14ms
  2026-06-06 15:43:13 /api/session/state ............................... ~ 1s
  2026-06-06 15:43:16 /api/session ................................. ~ 0.09ms
  2026-06-06 15:43:16 /api/session ..................................... ~ 1s
  2026-06-06 15:43:38 /api/session ................................. ~ 0.13ms
  2026-06-06 15:43:38 /api/session ..................................... ~ 1s
  2026-06-06 15:44:09 /api/session ................................. ~ 0.07ms
  2026-06-06 15:44:09 /api/session ..................................... ~ 2s
  2026-06-06 15:44:28 /api/session ................................. ~ 0.08ms
  2026-06-06 15:44:28 /api/session ..................................... ~ 1s
  2026-06-06 15:45:33 /api/skills .................................. ~ 0.07ms
  2026-06-06 15:45:33 /api/skills .................................. ~ 0.02ms
  2026-06-06 15:45:39 /api/skills .................................. ~ 0.09ms
  2026-06-06 15:45:39 /api/skills ................................ ~ 500.24ms
  2026-06-06 15:45:56 /api/skills .................................. ~ 0.31ms
  2026-06-06 15:45:56 /api/skills .................................. ~ 0.11ms
  2026-06-06 15:46:06 /api/skills .................................. ~ 0.06ms
  2026-06-06 15:46:06 /api/skills ................................ ~ 500.83ms
  2026-06-06 15:46:06 /api/session ................................. ~ 0.24ms
  2026-06-06 15:46:06 /api/session ..................................... ~ 1s
  2026-06-06 15:46:08 /api/session/state ........................... ~ 0.03ms
  2026-06-06 15:46:08 /api/session/state ............................... ~ 1s
  2026-06-06 15:46:09 /api/session/state ........................... ~ 0.23ms
  2026-06-06 15:46:09 /api/session/state ......................... ~ 500.71ms
  2026-06-06 15:46:28 /api/session ................................. ~ 0.36ms
  2026-06-06 15:46:28 /api/session ............................... ~ 500.25ms
  2026-06-06 15:46:30 /api/session/state ........................... ~ 0.07ms
  2026-06-06 15:46:30 /api/session/state ............................... ~ 1s
  2026-06-06 15:46:48 /api/session ................................. ~ 0.08ms
  2026-06-06 15:46:48 /api/session ............................... ~ 500.80ms
  2026-06-06 15:46:49 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:46:49 /api/session/state ............................... ~ 1s
  2026-06-06 15:48:40 /api/skills .................................. ~ 0.24ms
  2026-06-06 15:48:40 /api/skills .................................. ~ 0.11ms
  2026-06-06 15:48:40 /api/session ................................. ~ 0.10ms
  2026-06-06 15:48:40 /api/session ............................... ~ 500.67ms
  2026-06-06 15:48:41 /api/session/state ........................... ~ 0.24ms
  2026-06-06 15:48:41 /api/session/state ......................... ~ 500.70ms
  2026-06-06 15:52:44 /api/projects/publish-status ................. ~ 0.08ms
  2026-06-06 15:52:44 /api/projects/publish-status ............... ~ 500.70ms
  2026-06-06 15:52:46 /api/session ................................. ~ 0.11ms
  2026-06-06 15:52:46 /api/session ................................. ~ 0.09ms
  2026-06-06 15:52:47 /api/session/state ........................... ~ 0.30ms
  2026-06-06 15:52:47 /api/session/state ........................... ~ 0.17ms
  2026-06-06 15:52:48 /api/projects/publish-status ................. ~ 0.08ms
  2026-06-06 15:52:48 /api/projects/publish-status ................. ~ 0.06ms
  2026-06-06 15:54:11 /api/projects/publish-status ................. ~ 0.33ms
  2026-06-06 15:54:11 /api/projects/publish-status ............... ~ 500.28ms
  2026-06-06 15:55:18 /api/community/projects ...................... ~ 0.29ms
